attempt_id,transaction_id,customer_id,amount_paise,currency,status,failure_reason,method,attempt_no,retry_of_attempt_id,gateway_ref,created_at
pa_000417,txn_000394,cust_0154,399900,INR,SUCCESS,,upi,1,,pay_SYN00000417,2026-04-23T11:58:38+05:30
pa_000418,txn_000395,cust_0154,1199900,INR,SUCCESS,,netbanking,1,,pay_SYN00000418,2026-03-17T16:49:22+05:30
pa_000419,txn_000396,cust_0154,249900,INR,SUCCESS,,netbanking,1,,pay_SYN00000419,2026-04-25T12:24:51+05:30
pa_000420,txn_000397,cust_0154,2499900,INR,SUCCESS,,wallet,1,,pay_SYN00000420,2026-05-29T14:03:16+05:30
pa_000421,txn_000398,cust_0154,299900,INR,SUCCESS,,card,1,,pay_SYN00000421,2026-05-04T20:18:04+05:30
pa_000422,txn_000399,cust_0155,129900,INR,SUCCESS,,netbanking,1,,pay_SYN00000422,2026-04-01T19:59:25+05:30
pa_000423,txn_000400,cust_0155,49900,INR,SUCCESS,,netbanking,1,,pay_SYN00000423,2026-06-09T16:07:26+05:30
pa_000424,txn_000401,cust_0155,1199900,INR,SUCCESS,,wallet,1,,pay_SYN00000424,2026-04-17T16:47:24+05:30
pa_000425,txn_000402,cust_0155,449900,INR,SUCCESS,,netbanking,1,,pay_SYN00000425,2026-05-20T18:02:47+05:30
pa_000426,txn_000403,cust_0156,49900,INR,SUCCESS,,upi,1,,pay_SYN00000426,2026-03-24T19:22:51+05:30
pa_000427,txn_000404,cust_0157,389700,INR,SUCCESS,,upi,1,,pay_SYN00000427,2026-07-31T14:48:53+05:30
pa_000428,txn_000405,cust_0157,149700,INR,SUCCESS,,card,1,,pay_SYN00000428,2026-06-20T16:52:23+05:30
pa_000429,txn_000406,cust_0158,1199900,INR,SUCCESS,,card,1,,pay_SYN00000429,2026-07-09T17:56:56+05:30
pa_000430,txn_000407,cust_0158,239700,INR,SUCCESS,,upi,1,,pay_SYN00000430,2026-05-14T09:06:39+05:30
pa_000431,txn_000408,cust_0158,129900,INR,SUCCESS,,card,1,,pay_SYN00000431,2026-06-10T08:34:19+05:30
pa_000432,txn_000409,cust_0158,399900,INR,SUCCESS,,card,1,,pay_SYN00000432,2026-04-20T14:23:09+05:30
pa_000433,txn_000410,cust_0158,49900,INR,SUCCESS,,netbanking,1,,pay_SYN00000433,2026-06-13T09:56:16+05:30
pa_000434,txn_000411,cust_0159,399900,INR,SUCCESS,,upi,1,,pay_SYN00000434,2026-06-25T17:53:01+05:30
pa_000435,txn_000412,cust_0159,499800,INR,SUCCESS,,card,1,,pay_SYN00000435,2026-04-17T14:00:16+05:30
pa_000436,txn_000413,cust_0159,449900,INR,SUCCESS,,card,1,,pay_SYN00000436,2026-07-10T09:31:31+05:30
pa_000437,txn_000414,cust_0159,799900,INR,SUCCESS,,wallet,1,,pay_SYN00000437,2026-08-20T14:32:17+05:30
pa_000438,txn_000415,cust_0159,249900,INR,SUCCESS,,netbanking,1,,pay_SYN00000438,2026-03-24T20:05:48+05:30
pa_000439,txn_000416,cust_0159,449900,INR,SUCCESS,,wallet,1,,pay_SYN00000439,2026-05-06T20:23:15+05:30
pa_000440,txn_000417,cust_0160,3999900,INR,SUCCESS,,upi,1,,pay_SYN00000440,2026-06-19T21:05:06+05:30
pa_000441,txn_000418,cust_0160,399900,INR,SUCCESS,,wallet,1,,pay_SYN00000441,2026-07-06T13:18:58+05:30
pa_000442,txn_000419,cust_0160,1199900,INR,SUCCESS,,netbanking,1,,pay_SYN00000442,2026-06-20T18:02:58+05:30
pa_000443,txn_000420,cust_0160,449900,INR,SUCCESS,,wallet,1,,pay_SYN00000443,2026-06-14T09:44:31+05:30
pa_000444,txn_000421,cust_0160,299900,INR,SUCCESS,,netbanking,1,,pay_SYN00000444,2026-05-04T18:01:19+05:30
pa_000445,txn_000422,cust_0160,4999800,INR,SUCCESS,,netbanking,1,,pay_SYN00000445,2026-07-10T11:04:30+05:30
pa_000446,txn_000423,cust_0160,1499900,INR,SUCCESS,,upi,1,,pay_SYN00000446,2026-08-17T12:44:14+05:30
pa_000447,txn_000424,cust_0160,899900,INR,SUCCESS,,upi,1,,pay_SYN00000447,2026-06-26T11:15:47+05:30
pa_000448,txn_000425,cust_0161,1499900,INR,SUCCESS,,card,1,,pay_SYN00000448,2026-04-05T22:48:09+05:30
pa_000449,txn_000426,cust_0161,149900,INR,SUCCESS,,netbanking,1,,pay_SYN00000449,2026-05-24T10:42:08+05:30
pa_000450,txn_000427,cust_0161,399900,INR,SUCCESS,,upi,1,,pay_SYN00000450,2026-08-25T09:38:58+05:30
pa_000451,txn_000428,cust_0161,6499900,INR,SUCCESS,,upi,1,,pay_SYN00000451,2026-08-03T18:23:06+05:30
pa_000452,txn_000429,cust_0161,449900,INR,SUCCESS,,upi,1,,pay_SYN00000452,2026-04-28T19:28:39+05:30
pa_000453,txn_000430,cust_0161,149900,INR,SUCCESS,,wallet,1,,pay_SYN00000453,2026-03-13T23:02:30+05:30
pa_000454,txn_000431,cust_0161,799900,INR,SUCCESS,,card,1,,pay_SYN00000454,2026-05-02T14:15:33+05:30
pa_000455,txn_000432,cust_0161,1199700,INR,SUCCESS,,upi,1,,pay_SYN00000455,2026-04-25T19:36:25+05:30
pa_000456,txn_000433,cust_0162,79900,INR,SUCCESS,,card,1,,pay_SYN00000456,2026-07-05T12:04:30+05:30
pa_000457,txn_000434,cust_0163,4499700,INR,SUCCESS,,upi,1,,pay_SYN00000457,2026-03-27T17:33:11+05:30
pa_000458,txn_000435,cust_0163,79900,INR,SUCCESS,,card,1,,pay_SYN00000458,2026-04-20T14:12:52+05:30
pa_000459,txn_000436,cust_0163,899900,INR,SUCCESS,,card,1,,pay_SYN00000459,2026-06-30T19:04:57+05:30
pa_000460,txn_000437,cust_0164,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000460,2026-08-19T21:40:52+05:30
pa_000461,txn_000438,cust_0164,1199900,INR,SUCCESS,,card,1,,pay_SYN00000461,2026-03-08T12:49:34+05:30
pa_000462,txn_000439,cust_0164,149900,INR,SUCCESS,,netbanking,1,,pay_SYN00000462,2026-07-08T14:44:38+05:30
pa_000463,txn_000440,cust_0164,79900,INR,SUCCESS,,netbanking,1,,pay_SYN00000463,2026-04-30T16:18:15+05:30
pa_000464,txn_000441,cust_0164,249900,INR,SUCCESS,,netbanking,1,,pay_SYN00000464,2026-07-14T11:05:27+05:30
pa_000465,txn_000442,cust_0165,399900,INR,SUCCESS,,card,1,,pay_SYN00000465,2026-06-06T20:58:00+05:30
pa_000466,txn_000443,cust_0165,249900,INR,SUCCESS,,wallet,1,,pay_SYN00000466,2026-03-11T16:22:47+05:30
pa_000467,txn_000444,cust_0166,399900,INR,SUCCESS,,upi,1,,pay_SYN00000467,2026-08-24T12:58:38+05:30
pa_000468,txn_000445,cust_0167,14900,INR,SUCCESS,,netbanking,1,,pay_SYN00000468,2026-03-20T12:23:40+05:30
pa_000469,txn_000446,cust_0167,14900,INR,SUCCESS,,card,1,,pay_SYN00000469,2026-05-29T09:05:51+05:30
pa_000470,txn_000447,cust_0168,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000470,2026-05-22T19:49:03+05:30
pa_000471,txn_000448,cust_0168,449900,INR,SUCCESS,,card,1,,pay_SYN00000471,2026-08-29T15:57:02+05:30
pa_000472,txn_000449,cust_0168,799900,INR,SUCCESS,,upi,1,,pay_SYN00000472,2026-05-05T17:00:17+05:30
pa_000473,txn_000450,cust_0168,799900,INR,SUCCESS,,netbanking,1,,pay_SYN00000473,2026-06-08T17:43:35+05:30
pa_000474,txn_000451,cust_0168,1499900,INR,SUCCESS,,card,1,,pay_SYN00000474,2026-03-10T12:33:35+05:30
pa_000475,txn_000452,cust_0168,6499900,INR,SUCCESS,,upi,1,,pay_SYN00000475,2026-07-13T13:57:18+05:30
pa_000476,txn_000453,cust_0169,149900,INR,SUCCESS,,wallet,1,,pay_SYN00000476,2026-06-14T12:28:56+05:30
pa_000477,txn_000454,cust_0169,8999900,INR,SUCCESS,,upi,1,,pay_SYN00000477,2026-03-24T11:04:38+05:30
pa_000478,txn_000455,cust_0169,2499900,INR,SUCCESS,,netbanking,1,,pay_SYN00000478,2026-03-30T09:11:57+05:30
pa_000479,txn_000456,cust_0169,1499900,INR,SUCCESS,,netbanking,1,,pay_SYN00000479,2026-07-10T15:03:05+05:30
pa_000480,txn_000457,cust_0169,1599800,INR,SUCCESS,,wallet,1,,pay_SYN00000480,2026-08-22T14:25:44+05:30
pa_000481,txn_000458,cust_0169,8999900,INR,SUCCESS,,wallet,1,,pay_SYN00000481,2026-04-08T15:03:19+05:30
pa_000482,txn_000459,cust_0169,249900,INR,SUCCESS,,upi,1,,pay_SYN00000482,2026-08-31T14:43:34+05:30
pa_000483,txn_000460,cust_0170,79900,INR,SUCCESS,,wallet,1,,pay_SYN00000483,2026-06-13T07:14:16+05:30
pa_000484,txn_000461,cust_0170,249900,INR,SUCCESS,,upi,1,,pay_SYN00000484,2026-03-03T10:09:44+05:30
pa_000485,txn_000462,cust_0170,1199900,INR,SUCCESS,,netbanking,1,,pay_SYN00000485,2026-07-22T20:38:22+05:30
pa_000486,txn_000463,cust_0170,249900,INR,SUCCESS,,card,1,,pay_SYN00000486,2026-09-01T08:34:26+05:30
pa_000487,txn_000464,cust_0170,49900,INR,SUCCESS,,netbanking,1,,pay_SYN00000487,2026-05-07T16:01:15+05:30
pa_000488,txn_000465,cust_0171,19900,INR,SUCCESS,,wallet,1,,pay_SYN00000488,2026-03-15T18:39:42+05:30
pa_000489,txn_000466,cust_0172,49900,INR,SUCCESS,,upi,1,,pay_SYN00000489,2026-06-13T21:51:25+05:30
pa_000490,txn_000467,cust_0172,899900,INR,SUCCESS,,card,1,,pay_SYN00000490,2026-06-01T20:00:47+05:30
pa_000491,txn_000468,cust_0172,899900,INR,SUCCESS,,netbanking,1,,pay_SYN00000491,2026-08-28T13:18:02+05:30
pa_000492,txn_000469,cust_0172,799900,INR,SUCCESS,,netbanking,1,,pay_SYN00000492,2026-05-01T13:12:13+05:30
pa_000493,txn_000470,cust_0172,79900,INR,SUCCESS,,card,1,,pay_SYN00000493,2026-06-03T10:24:21+05:30
pa_000494,txn_000471,cust_0173,1799800,INR,SUCCESS,,upi,1,,pay_SYN00000494,2026-05-31T10:20:00+05:30
pa_000495,txn_000472,cust_0173,79900,INR,SUCCESS,,upi,1,,pay_SYN00000495,2026-05-25T11:54:53+05:30
pa_000496,txn_000473,cust_0174,149900,INR,SUCCESS,,netbanking,1,,pay_SYN00000496,2026-04-24T12:20:03+05:30
pa_000497,txn_000474,cust_0177,79900,INR,SUCCESS,,upi,1,,pay_SYN00000497,2026-03-17T15:00:22+05:30
pa_000498,txn_000475,cust_0179,19900,INR,SUCCESS,,netbanking,1,,pay_SYN00000498,2026-05-12T16:37:29+05:30
pa_000499,txn_000476,cust_0179,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000499,2026-07-07T19:40:01+05:30
pa_000500,txn_000477,cust_0180,799900,INR,SUCCESS,,upi,1,,pay_SYN00000500,2026-06-14T16:37:07+05:30
pa_000501,txn_000478,cust_0180,899900,INR,SUCCESS,,upi,1,,pay_SYN00000501,2026-08-09T14:01:42+05:30
pa_000502,txn_000479,cust_0180,1199700,INR,SUCCESS,,upi,1,,pay_SYN00000502,2026-03-17T20:12:07+05:30
pa_000503,txn_000480,cust_0180,49900,INR,SUCCESS,,wallet,1,,pay_SYN00000503,2026-05-14T18:32:35+05:30
pa_000504,txn_000481,cust_0181,449900,INR,SUCCESS,,upi,1,,pay_SYN00000504,2026-04-08T14:29:37+05:30
pa_000505,txn_000482,cust_0181,149900,INR,SUCCESS,,upi,1,,pay_SYN00000505,2026-04-18T11:37:34+05:30
pa_000506,txn_000483,cust_0181,449900,INR,SUCCESS,,upi,1,,pay_SYN00000506,2026-03-26T07:34:41+05:30
pa_000507,txn_000484,cust_0181,149900,INR,SUCCESS,,upi,1,,pay_SYN00000507,2026-03-09T15:09:41+05:30
pa_000508,txn_000485,cust_0182,19900,INR,SUCCESS,,netbanking,1,,pay_SYN00000508,2026-04-24T11:09:00+05:30
pa_000509,txn_000486,cust_0182,49900,INR,SUCCESS,,card,1,,pay_SYN00000509,2026-06-12T08:02:02+05:30
pa_000510,txn_000487,cust_0183,129900,INR,SUCCESS,,upi,1,,pay_SYN00000510,2026-06-27T21:06:14+05:30
pa_000511,txn_000488,cust_0183,449900,INR,SUCCESS,,card,1,,pay_SYN00000511,2026-03-11T09:23:32+05:30
pa_000512,txn_000489,cust_0183,799900,INR,SUCCESS,,upi,1,,pay_SYN00000512,2026-07-03T06:25:07+05:30
pa_000513,txn_000490,cust_0184,129900,INR,SUCCESS,,upi,1,,pay_SYN00000513,2026-08-27T21:44:04+05:30
pa_000514,txn_000491,cust_0187,299900,INR,SUCCESS,,card,1,,pay_SYN00000514,2026-04-09T16:27:39+05:30
pa_000515,txn_000492,cust_0187,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000515,2026-08-07T13:02:45+05:30
pa_000516,txn_000493,cust_0188,599800,INR,SUCCESS,,card,1,,pay_SYN00000516,2026-06-22T20:47:23+05:30
pa_000517,txn_000494,cust_0188,1499900,INR,SUCCESS,,wallet,1,,pay_SYN00000517,2026-06-17T08:51:15+05:30
pa_000518,txn_000495,cust_0188,249900,INR,SUCCESS,,wallet,1,,pay_SYN00000518,2026-07-04T09:35:26+05:30
pa_000519,txn_000496,cust_0189,299900,INR,SUCCESS,,netbanking,1,,pay_SYN00000519,2026-06-15T20:25:38+05:30
pa_000520,txn_000497,cust_0190,399900,INR,SUCCESS,,upi,1,,pay_SYN00000520,2026-04-08T16:09:24+05:30
pa_000521,txn_000498,cust_0192,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000521,2026-07-05T17:26:20+05:30
pa_000522,txn_000499,cust_0192,19900,INR,SUCCESS,,upi,1,,pay_SYN00000522,2026-06-01T18:06:30+05:30
pa_000523,txn_000500,cust_0193,899900,INR,SUCCESS,,wallet,1,,pay_SYN00000523,2026-08-10T12:23:05+05:30
pa_000524,txn_000501,cust_0193,299900,INR,SUCCESS,,card,1,,pay_SYN00000524,2026-08-28T21:00:59+05:30
pa_000525,txn_000502,cust_0193,449900,INR,SUCCESS,,upi,1,,pay_SYN00000525,2026-07-08T20:17:31+05:30
pa_000526,txn_000503,cust_0193,899900,INR,SUCCESS,,wallet,1,,pay_SYN00000526,2026-07-31T05:15:54+05:30
pa_000527,txn_000504,cust_0193,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000527,2026-06-23T10:22:39+05:30
pa_000528,txn_000505,cust_0194,149900,INR,SUCCESS,,netbanking,1,,pay_SYN00000528,2026-03-14T18:29:29+05:30
pa_000529,txn_000506,cust_0194,49900,INR,SUCCESS,,card,1,,pay_SYN00000529,2026-05-29T20:58:46+05:30
pa_000530,txn_000507,cust_0194,49900,INR,SUCCESS,,upi,1,,pay_SYN00000530,2026-05-13T09:03:13+05:30
pa_000531,txn_000508,cust_0194,799900,INR,SUCCESS,,card,1,,pay_SYN00000531,2026-05-29T09:26:54+05:30
pa_000532,txn_000509,cust_0194,599800,INR,SUCCESS,,card,1,,pay_SYN00000532,2026-03-23T18:26:28+05:30
pa_000533,txn_000510,cust_0195,799900,INR,SUCCESS,,netbanking,1,,pay_SYN00000533,2026-07-29T15:50:44+05:30
pa_000534,txn_000511,cust_0195,249900,INR,SUCCESS,,wallet,1,,pay_SYN00000534,2026-07-16T22:36:16+05:30
pa_000535,txn_000512,cust_0195,2499900,INR,SUCCESS,,wallet,1,,pay_SYN00000535,2026-07-23T12:45:25+05:30
pa_000536,txn_000513,cust_0195,19499700,INR,SUCCESS,,upi,1,,pay_SYN00000536,2026-04-21T19:28:02+05:30
pa_000537,txn_000514,cust_0196,399900,INR,SUCCESS,,card,1,,pay_SYN00000537,2026-08-18T12:58:16+05:30
pa_000538,txn_000515,cust_0196,799900,INR,SUCCESS,,upi,1,,pay_SYN00000538,2026-05-16T20:54:26+05:30
pa_000539,txn_000516,cust_0196,149700,INR,SUCCESS,,upi,1,,pay_SYN00000539,2026-06-24T10:44:24+05:30
pa_000540,txn_000517,cust_0196,899900,INR,SUCCESS,,upi,1,,pay_SYN00000540,2026-06-01T15:09:56+05:30
pa_000541,txn_000518,cust_0196,899900,INR,SUCCESS,,upi,1,,pay_SYN00000541,2026-06-26T11:05:57+05:30
pa_000542,txn_000519,cust_0197,899700,INR,SUCCESS,,wallet,1,,pay_SYN00000542,2026-03-11T14:55:35+05:30
pa_000543,txn_000520,cust_0197,99800,INR,SUCCESS,,wallet,1,,pay_SYN00000543,2026-03-02T13:23:03+05:30
pa_000544,txn_000521,cust_0198,129900,INR,SUCCESS,,netbanking,1,,pay_SYN00000544,2026-05-26T10:25:23+05:30
pa_000545,txn_000522,cust_0198,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000545,2026-05-18T19:02:47+05:30
pa_000546,txn_000523,cust_0199,399900,INR,SUCCESS,,upi,1,,pay_SYN00000546,2026-08-05T17:22:16+05:30
pa_000547,txn_000524,cust_0199,49900,INR,SUCCESS,,card,1,,pay_SYN00000547,2026-03-10T13:03:56+05:30
pa_000548,txn_000525,cust_0199,799900,INR,SUCCESS,,upi,1,,pay_SYN00000548,2026-03-25T10:21:09+05:30
pa_000549,txn_000526,cust_0199,1499900,INR,SUCCESS,,wallet,1,,pay_SYN00000549,2026-06-18T20:35:05+05:30
pa_000550,txn_000527,cust_0199,49900,INR,SUCCESS,,netbanking,1,,pay_SYN00000550,2026-07-31T15:48:37+05:30
pa_000551,txn_000528,cust_0200,49900,INR,SUCCESS,,wallet,1,,pay_SYN00000551,2026-04-15T21:49:43+05:30
pa_000552,txn_000529,cust_0200,44700,INR,SUCCESS,,upi,1,,pay_SYN00000552,2026-06-01T14:06:38+05:30
pa_000553,txn_000530,cust_0201,79900,INR,SUCCESS,,upi,1,,pay_SYN00000553,2026-03-22T11:07:57+05:30
pa_000554,txn_000531,cust_0201,249900,INR,SUCCESS,,netbanking,1,,pay_SYN00000554,2026-05-26T11:56:43+05:30
pa_000555,txn_000532,cust_0201,1799800,INR,SUCCESS,,upi,1,,pay_SYN00000555,2026-07-31T18:17:31+05:30
pa_000556,txn_000533,cust_0202,129900,INR,SUCCESS,,upi,1,,pay_SYN00000556,2026-06-29T12:42:21+05:30
pa_000557,txn_000534,cust_0203,299900,INR,SUCCESS,,netbanking,1,,pay_SYN00000557,2026-03-23T19:27:16+05:30
pa_000558,txn_000535,cust_0203,129900,INR,SUCCESS,,wallet,1,,pay_SYN00000558,2026-06-03T08:42:52+05:30
pa_000559,txn_000536,cust_0204,3999900,INR,SUCCESS,,wallet,1,,pay_SYN00000559,2026-08-05T15:17:29+05:30
pa_000560,txn_000537,cust_0204,3999900,INR,SUCCESS,,wallet,1,,pay_SYN00000560,2026-05-15T14:05:29+05:30
pa_000561,txn_000538,cust_0204,899900,INR,SUCCESS,,wallet,1,,pay_SYN00000561,2026-05-28T11:25:37+05:30
pa_000562,txn_000539,cust_0204,1199900,INR,SUCCESS,,wallet,1,,pay_SYN00000562,2026-03-07T18:43:28+05:30
pa_000563,txn_000540,cust_0204,299900,INR,SUCCESS,,card,1,,pay_SYN00000563,2026-03-26T18:55:07+05:30
pa_000564,txn_000541,cust_0204,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000564,2026-08-02T13:15:09+05:30
pa_000565,txn_000542,cust_0204,8999900,INR,SUCCESS,,card,1,,pay_SYN00000565,2026-05-21T21:32:34+05:30
pa_000566,txn_000543,cust_0204,2499900,INR,SUCCESS,,netbanking,1,,pay_SYN00000566,2026-08-28T09:48:47+05:30
pa_000567,txn_000544,cust_0206,149700,INR,SUCCESS,,card,1,,pay_SYN00000567,2026-07-24T16:42:18+05:30
pa_000568,txn_000545,cust_0206,299900,INR,SUCCESS,,upi,1,,pay_SYN00000568,2026-08-04T20:13:50+05:30
pa_000569,txn_000546,cust_0206,2399800,INR,SUCCESS,,card,1,,pay_SYN00000569,2026-04-03T21:09:42+05:30
pa_000570,txn_000547,cust_0206,259800,INR,SUCCESS,,wallet,1,,pay_SYN00000570,2026-04-02T17:11:27+05:30
pa_000571,txn_000548,cust_0208,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000571,2026-05-18T17:15:53+05:30
pa_000572,txn_000549,cust_0209,749700,INR,SUCCESS,,card,1,,pay_SYN00000572,2026-03-19T23:41:07+05:30
pa_000573,txn_000550,cust_0210,899800,INR,SUCCESS,,upi,1,,pay_SYN00000573,2026-06-17T11:44:38+05:30
pa_000574,txn_000551,cust_0210,149900,INR,SUCCESS,,netbanking,1,,pay_SYN00000574,2026-08-01T19:43:11+05:30
pa_000575,txn_000552,cust_0210,2499900,INR,SUCCESS,,card,1,,pay_SYN00000575,2026-08-06T17:22:52+05:30
pa_000576,txn_000553,cust_0210,399900,INR,SUCCESS,,netbanking,1,,pay_SYN00000576,2026-06-24T14:29:12+05:30
pa_000577,txn_000554,cust_0210,799900,INR,SUCCESS,,netbanking,1,,pay_SYN00000577,2026-08-21T09:26:28+05:30
pa_000578,txn_000555,cust_0211,399900,INR,SUCCESS,,wallet,1,,pay_SYN00000578,2026-04-26T03:40:04+05:30
pa_000579,txn_000556,cust_0211,129900,INR,SUCCESS,,wallet,1,,pay_SYN00000579,2026-03-05T18:07:23+05:30
pa_000580,txn_000557,cust_0214,249900,INR,SUCCESS,,netbanking,1,,pay_SYN00000580,2026-08-05T03:40:08+05:30
pa_000581,txn_000558,cust_0214,399900,INR,SUCCESS,,card,1,,pay_SYN00000581,2026-06-25T07:05:40+05:30
pa_000582,txn_000559,cust_0214,49900,INR,SUCCESS,,wallet,1,,pay_SYN00000582,2026-07-31T16:48:36+05:30
pa_000583,txn_000560,cust_0215,149900,INR,SUCCESS,,wallet,1,,pay_SYN00000583,2026-08-15T16:19:09+05:30
pa_000584,txn_000561,cust_0215,3599700,INR,SUCCESS,,netbanking,1,,pay_SYN00000584,2026-03-27T12:23:46+05:30
pa_000585,txn_000562,cust_0216,149900,INR,SUCCESS,,netbanking,1,,pay_SYN00000585,2026-06-13T20:33:24+05:30
pa_000586,txn_000563,cust_0217,249900,INR,SUCCESS,,wallet,1,,pay_SYN00000586,2026-08-05T15:41:09+05:30
pa_000587,txn_000564,cust_0217,149700,INR,SUCCESS,,card,1,,pay_SYN00000587,2026-08-19T19:28:38+05:30
pa_000588,txn_000565,cust_0217,299900,INR,SUCCESS,,upi,1,,pay_SYN00000588,2026-04-27T17:49:40+05:30
pa_000589,txn_000566,cust_0217,449700,INR,SUCCESS,,netbanking,1,,pay_SYN00000589,2026-08-05T09:07:18+05:30
pa_000590,txn_000567,cust_0218,49900,INR,SUCCESS,,upi,1,,pay_SYN00000590,2026-07-22T06:01:00+05:30
pa_000591,txn_000568,cust_0219,749700,INR,SUCCESS,,upi,1,,pay_SYN00000591,2026-03-19T12:19:56+05:30
pa_000592,txn_000569,cust_0219,49900,INR,SUCCESS,,netbanking,1,,pay_SYN00000592,2026-08-04T12:03:37+05:30
pa_000593,txn_000570,cust_0221,249900,INR,SUCCESS,,upi,1,,pay_SYN00000593,2026-03-09T13:29:48+05:30
pa_000594,txn_000571,cust_0221,799900,INR,SUCCESS,,upi,1,,pay_SYN00000594,2026-09-01T22:48:22+05:30
pa_000595,txn_000572,cust_0224,299900,INR,SUCCESS,,netbanking,1,,pay_SYN00000595,2026-08-26T19:34:19+05:30
pa_000596,txn_000573,cust_0226,399900,INR,SUCCESS,,card,1,,pay_SYN00000596,2026-06-18T18:57:21+05:30
pa_000597,txn_000574,cust_0226,149900,INR,SUCCESS,,upi,1,,pay_SYN00000597,2026-04-17T10:54:57+05:30
pa_000598,txn_000575,cust_0228,14900,INR,SUCCESS,,card,1,,pay_SYN00000598,2026-05-15T19:37:07+05:30
pa_000599,txn_000576,cust_0229,1499900,INR,SUCCESS,,card,1,,pay_SYN00000599,2026-07-08T19:37:48+05:30
pa_000600,txn_000577,cust_0229,1199900,INR,SUCCESS,,upi,1,,pay_SYN00000600,2026-06-30T19:25:04+05:30
pa_000601,txn_000578,cust_0229,799900,INR,SUCCESS,,upi,1,,pay_SYN00000601,2026-05-03T12:10:38+05:30
pa_000602,txn_000579,cust_0229,149900,INR,SUCCESS,,upi,1,,pay_SYN00000602,2026-04-04T14:30:34+05:30
pa_000603,txn_000580,cust_0229,49900,INR,SUCCESS,,wallet,1,,pay_SYN00000603,2026-08-21T09:04:38+05:30
pa_000604,txn_000581,cust_0230,14900,INR,SUCCESS,,card,1,,pay_SYN00000604,2026-06-12T17:30:27+05:30
pa_000605,txn_000582,cust_0230,129900,INR,SUCCESS,,wallet,1,,pay_SYN00000605,2026-06-03T15:10:30+05:30
pa_000606,txn_000583,cust_0231,6499900,INR,SUCCESS,,wallet,1,,pay_SYN00000606,2026-06-03T21:00:34+05:30
pa_000607,txn_000584,cust_0231,4499700,INR,SUCCESS,,wallet,1,,pay_SYN00000607,2026-06-24T10:22:11+05:30
pa_000608,txn_000585,cust_0231,299900,INR,SUCCESS,,wallet,1,,pay_SYN00000608,2026-05-26T16:53:23+05:30
pa_000609,txn_000586,cust_0231,8999900,INR,SUCCESS,,netbanking,1,,pay_SYN00000609,2026-08-23T15:20:50+05:30
pa_000610,txn_000587,cust_0231,399900,INR,SUCCESS,,card,1,,pay_SYN00000610,2026-09-01T16:30:16+05:30
pa_000611,txn_000588,cust_0231,799900,INR,SUCCESS,,netbanking,1,,pay_SYN00000611,2026-09-01T14:11:15+05:30
pa_000612,txn_000589,cust_0231,249900,INR,SUCCESS,,netbanking,1,,pay_SYN00000612,2026-03-31T18:48:41+05:30
pa_000613,txn_000590,cust_0232,249900,INR,SUCCESS,,netbanking,1,,pay_SYN00000613,2026-07-16T10:18:31+05:30
pa_000614,txn_000591,cust_0232,299900,INR,SUCCESS,,card,1,,pay_SYN00000614,2026-07-11T15:43:58+05:30
pa_000615,txn_000592,cust_0234,299800,INR,SUCCESS,,wallet,1,,pay_SYN00000615,2026-05-31T12:19:36+05:30
pa_000616,txn_000593,cust_0234,299900,INR,SUCCESS,,netbanking,1,,pay_SYN00000616,2026-05-06T13:23:02+05:30
pa_000617,txn_000594,cust_0234,129900,INR,SUCCESS,,netbanking,1,,pay_SYN00000617,2026-06-10T13:02:44+05:30
pa_000618,txn_000595,cust_0234,99800,INR,SUCCESS,,card,1,,pay_SYN00000618,2026-07-10T11:21:07+05:30
pa_000619,txn_000596,cust_0235,249900,INR,SUCCESS,,netbanking,1,,pay_SYN00000619,2026-07-17T10:33:42+05:30
pa_000620,txn_000597,cust_0235,249900,INR,SUCCESS,,netbanking,1,,pay_SYN00000620,2026-05-19T11:13:01+05:30
pa_000621,txn_000598,cust_0235,299900,INR,SUCCESS,,upi,1,,pay_SYN00000621,2026-08-28T14:22:33+05:30
pa_000622,txn_000599,cust_0235,129900,INR,SUCCESS,,card,1,,pay_SYN00000622,2026-03-06T18:27:22+05:30
pa_000623,txn_000600,cust_0235,799900,INR,SUCCESS,,netbanking,1,,pay_SYN00000623,2026-07-11T12:08:12+05:30
pa_000624,txn_000601,cust_0236,799900,INR,SUCCESS,,card,1,,pay_SYN00000624,2026-03-18T16:50:39+05:30
pa_000625,txn_000602,cust_0236,449900,INR,SUCCESS,,upi,1,,pay_SYN00000625,2026-05-01T18:06:40+05:30
pa_000626,txn_000603,cust_0236,149900,INR,SUCCESS,,wallet,1,,pay_SYN00000626,2026-05-28T14:58:28+05:30
pa_000627,txn_000604,cust_0236,1199900,INR,SUCCESS,,netbanking,1,,pay_SYN00000627,2026-06-16T09:16:50+05:30
pa_000628,txn_000605,cust_0236,49900,INR,SUCCESS,,upi,1,,pay_SYN00000628,2026-05-07T22:10:26+05:30
